WKT,Longitude,Latitude,Description,Satellite,Orbit,Time_WST,Date,SatZenith,Confidence,Intensity,Receiving_Station
"POINT (150.793 -24.783)","150.793","-24.783",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.46",Crib Point
"POINT (152.288 -25.141)","152.288","-25.141",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.48",Crib Point
"POINT (152.287 -25.145)","152.287","-25.145",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.64",Crib Point
"POINT (147.294 -25.684)","147.294","-25.684",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.94",Crib Point
"POINT (146.448 -25.578)","146.448","-25.578",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.53",Crib Point
"POINT (146.443 -25.584)","146.443","-25.584",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","2.14",Crib Point
"POINT (152.117 -26.633)","152.117","-26.633",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.05",Crib Point
"POINT (149.216 -26.39)","149.216","-26.390",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.58",Crib Point
"POINT (149.223 -26.405)","149.223","-26.405",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.90",Crib Point
"POINT (149.213 -26.408)","149.213","-26.408",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.75",Crib Point
"POINT (149.218 -26.409)","149.218","-26.409",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.59",Crib Point
"POINT (149.134 -26.427)","149.134","-26.427",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.86",Crib Point
"POINT (150.104 -26.784)","150.104","-26.784",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","4.13",Crib Point
"POINT (150.109 -26.784)","150.109","-26.784",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","4.13",Crib Point
"POINT (150.103 -26.788)","150.103","-26.788",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","4.13",Crib Point
"POINT (150.109 -26.788)","150.109","-26.788",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","4.13",Crib Point
"POINT (150.108 -26.792)","150.108","-26.792",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","6.01",Crib Point
"POINT (150.118 -26.797)","150.118","-26.797",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.15",Crib Point
"POINT (146.982 -26.414)","146.982","-26.414",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.25",Crib Point
"POINT (151.651 -27.673)","151.651","-27.673",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.51",Crib Point
"POINT (151.655 -27.674)","151.655","-27.674",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.87",Crib Point
"POINT (151.651 -27.677)","151.651","-27.677",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.37",Crib Point
"POINT (149.625 -27.48)","149.625","-27.480",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","2.22",Crib Point
"POINT (149.624 -27.484)","149.624","-27.484",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.90",Crib Point
"POINT (149.624 -27.488)","149.624","-27.488",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.90",Crib Point
"POINT (149.62 -27.499)","149.620","-27.499",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.86",Crib Point
"POINT (147.604 -28.083)","147.604","-28.083",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.05",Crib Point
"POINT (147.608 -28.084)","147.608","-28.084",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.32",Crib Point
"POINT (147.613 -28.084)","147.613","-28.084",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.32",Crib Point
"POINT (147.608 -28.087)","147.608","-28.087",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.32",Crib Point
"POINT (147.603 -28.086)","147.603","-28.086",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.05",Crib Point
"POINT (147.607 -28.09)","147.607","-28.090",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.26",Crib Point
"POINT (149.503 -29.633)","149.503","-29.633",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.66",Crib Point
"POINT (149.502 -29.637)","149.502","-29.637",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.47",Crib Point
"POINT (149.502 -29.634)","149.502","-29.634",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.20",Crib Point
"POINT (147.92 -32.02)","147.920","-32.020",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","4.33",Crib Point
"POINT (147.929 -32.025)","147.929","-32.025",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.69",Crib Point
"POINT (147.918 -32.019)","147.918","-32.019",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","4.21",Crib Point
"POINT (147.926 -32.028)","147.926","-32.028",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.59",Crib Point
"POINT (147.591 -32.026)","147.591","-32.026",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.73",Crib Point
"POINT (147.59 -32.03)","147.590","-32.030",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.73",Crib Point
"POINT (147.338 -32.306)","147.338","-32.306",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.46",Crib Point
"POINT (147.342 -32.31)","147.342","-32.310",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.65",Crib Point
"POINT (146.786 -32.359)","146.786","-32.359",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.51",Crib Point
"POINT (143.171 -33.042)","143.171","-33.042",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.27",Crib Point
"POINT (143.156 -33.053)","143.156","-33.053",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.36",Crib Point
"POINT (143.142 -33.054)","143.142","-33.054",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.00",Crib Point
"POINT (143.147 -33.055)","143.147","-33.055",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.95",Crib Point
"POINT (143.151 -33.056)","143.151","-33.056",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.95",Crib Point
"POINT (143.15 -33.059)","143.150","-33.059",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.49",Crib Point
"POINT (143.137 -33.06)","143.137","-33.060",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.12",Crib Point
"POINT (145.375 -33.499)","145.375","-33.499",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.95",Crib Point
"POINT (150.582 -34.25)","150.582","-34.250",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.44",Crib Point
"POINT (150.58 -34.247)","150.580","-34.247",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.27",Crib Point
"POINT (150.877 -34.453)","150.877","-34.453",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.52",Crib Point
"POINT (150.886 -34.458)","150.886","-34.458",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","5.45",Crib Point
"POINT (150.881 -34.458)","150.881","-34.458",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","5.45",Crib Point
"POINT (150.891 -34.463)","150.891","-34.463",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","2.18",Crib Point
"POINT (150.077 -35.867)","150.077","-35.867",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","1.17",Crib Point
"POINT (145.222 -35.632)","145.222","-35.632",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","0.57",Crib Point
"POINT (145.384 -40.85)","145.384","-40.850",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","2.84",Crib Point
"POINT (146.855 -41.134)","146.855","-41.134",,JPSS-1,"16887",23:21,"20210220","-1.00","8.00","2.11",Crib Point
"POINT (139.47688 -20.73318)","139.477","-20.733","
",SNPP,"48284",00:04,"20210221","-1.00","-1.00","-1.00",Darwin
"POINT (139.48058 -20.73318)","139.481","-20.733","
",SNPP,"48284",00:04,"20210221","-1.00","-1.00","-1.00",Darwin
"POINT (139.47688 -20.73688)","139.477","-20.737","
",SNPP,"48284",00:04,"20210221","-1.00","-1.00","-1.00",Darwin
"POINT (139.48058 -20.73688)","139.481","-20.737","
",SNPP,"48284",00:04,"20210221","-1.00","-1.00","-1.00",Darwin
"POINT (121.48818 -30.86188)","121.488","-30.862","
",SNPP,"48284",00:04,"20210221","-1.00","-1.00","-1.00",Darwin
"POINT (121.49188 -30.86188)","121.492","-30.862","
",SNPP,"48284",00:04,"20210221","-1.00","-1.00","-1.00",Darwin
"POINT (121.48818 -30.86558)","121.488","-30.866","
",SNPP,"48284",00:04,"20210221","-1.00","-1.00","-1.00",Darwin
"POINT (121.49188 -30.86558)","121.492","-30.866","Possible FHS
",SNPP,"48284",00:04,"20210221","-1.00","-1.00","-1.00",Darwin
"POINT (121.48818 -30.86938)","121.488","-30.869","
",SNPP,"48284",00:04,"20210221","-1.00","-1.00","-1.00",Darwin
"POINT (121.49188 -30.86938)","121.492","-30.869","
",SNPP,"48284",00:04,"20210221","-1.00","-1.00","-1.00",Darwin
"POINT (137.57938 -33.00688)","137.579","-33.007","
",SNPP,"48284",00:04,"20210221","-1.00","-1.00","-1.00",Darwin
"POINT (137.58318 -33.00688)","137.583","-33.007","
",SNPP,"48284",00:04,"20210221","-1.00","-1.00","-1.00",Darwin
"POINT (137.57938 -33.01068)","137.579","-33.011","
",SNPP,"48284",00:04,"20210221","-1.00","-1.00","-1.00",Darwin
"POINT (137.58318 -33.01068)","137.583","-33.011","
",SNPP,"48284",00:04,"20210221","-1.00","-1.00","-1.00",Darwin
"POINT (137.59438 -33.01068)","137.594","-33.011","
",SNPP,"48284",00:04,"20210221","-1.00","-1.00","-1.00",Darwin
"POINT (139.479 -20.733)","139.479","-20.733",,SNPP,"48284",00:04,"20210221","-1.00","8.00","7.07",Darwin
"POINT (139.478 -20.734)","139.478","-20.734",,SNPP,"48284",00:04,"20210221","-1.00","8.00","10.28",Darwin
"POINT (148.375 -21.723)","148.375","-21.723",,SNPP,"48284",00:04,"20210221","-1.00","8.00","1.72",Darwin
"POINT (147.251 -21.829)","147.251","-21.829",,SNPP,"48284",00:04,"20210221","-1.00","8.00","0.83",Darwin
"POINT (147.254 -21.827)","147.254","-21.827",,SNPP,"48284",00:04,"20210221","-1.00","8.00","0.97",Darwin
"POINT (148.62 -22.998)","148.620","-22.998",,SNPP,"48284",00:04,"20210221","-1.00","8.00","0.66",Darwin
"POINT (147.295 -25.686)","147.295","-25.686",,SNPP,"48284",00:04,"20210221","-1.00","8.00","0.66",Darwin
"POINT (147.297 -25.686)","147.297","-25.686",,SNPP,"48284",00:04,"20210221","-1.00","8.00","1.13",Darwin
"POINT (147.609 -28.088)","147.609","-28.088",,SNPP,"48284",00:04,"20210221","-1.00","8.00","1.16",Darwin
"POINT (147.604 -28.085)","147.604","-28.085",,SNPP,"48284",00:04,"20210221","-1.00","8.00","1.62",Darwin
"POINT (140.869 -28.135)","140.869","-28.135",,SNPP,"48284",00:04,"20210221","-1.00","8.00","0.90",Darwin
"POINT (147.915 -32.018)","147.915","-32.018",,SNPP,"48284",00:04,"20210221","-1.00","8.00","1.27",Darwin
"POINT (147.919 -32.017)","147.919","-32.017",,SNPP,"48284",00:04,"20210221","-1.00","8.00","1.02",Darwin
"POINT (147.59 -32.023)","147.590","-32.023",,SNPP,"48284",00:04,"20210221","-1.00","8.00","1.21",Darwin
"POINT (147.589 -32.031)","147.589","-32.031",,SNPP,"48284",00:04,"20210221","-1.00","8.00","0.83",Darwin
"POINT (143.152 -33.057)","143.152","-33.057",,SNPP,"48284",00:04,"20210221","-1.00","8.00","2.23",Darwin
"POINT (137.582 -33.002)","137.582","-33.002",,SNPP,"48284",00:04,"20210221","-1.00","8.00","2.15",Darwin
"POINT (137.596 -33.004)","137.596","-33.004",,SNPP,"48284",00:04,"20210221","-1.00","8.00","2.25",Darwin
"POINT (137.601 -33.005)","137.601","-33.005",,SNPP,"48284",00:04,"20210221","-1.00","8.00","2.25",Darwin
"POINT (137.582 -33.007)","137.582","-33.007",,SNPP,"48284",00:04,"20210221","-1.00","8.00","2.15",Darwin
"POINT (137.595 -33.008)","137.595","-33.008",,SNPP,"48284",00:04,"20210221","-1.00","8.00","2.25",Darwin
"POINT (137.6 -33.009)","137.600","-33.009",,SNPP,"48284",00:04,"20210221","-1.00","8.00","2.25",Darwin
"POINT (137.585 -33.003)","137.585","-33.003",,SNPP,"48284",00:04,"20210221","-1.00","8.00","1.35",Darwin
"POINT (137.58 -33.007)","137.580","-33.007",,SNPP,"48284",00:04,"20210221","-1.00","8.00","3.36",Darwin
"POINT (137.598 -33.008)","137.598","-33.008",,SNPP,"48284",00:04,"20210221","-1.00","8.00","8.11",Darwin
"POINT (137.593 -33.008)","137.593","-33.008",,SNPP,"48284",00:04,"20210221","-1.00","8.00","2.71",Darwin
"POINT (137.597 -33.013)","137.597","-33.013",,SNPP,"48284",00:04,"20210221","-1.00","8.00","8.11",Darwin
"POINT (137.593 -33.012)","137.593","-33.012",,SNPP,"48284",00:04,"20210221","-1.00","8.00","2.71",Darwin
"POINT (121.491 -30.86)","121.491","-30.860",,SNPP,"48284",00:04,"20210221","-1.00","8.00","3.68",Darwin
"POINT (121.494 -30.861)","121.494","-30.861",,SNPP,"48284",00:04,"20210221","-1.00","8.00","3.68",Darwin
"POINT (121.489 -30.865)","121.489","-30.865",,SNPP,"48284",00:04,"20210221","-1.00","9.00","3.68",Darwin
"POINT (121.493 -30.866)","121.493","-30.866",,SNPP,"48284",00:04,"20210221","-1.00","8.00","3.68",Darwin
"POINT (139.482 -20.734)","139.482","-20.734",,Aqua,"202102201605",00:05,"20210221","-1.00","78.00","14.00",Goddard
"POINT (139.47688 -20.73318)","139.477","-20.733","
",SNPP,"48284",00:06,"20210221","-1.00","-1.00","-1.00",Alice Springs
"POINT (139.48058 -20.73318)","139.481","-20.733","
",SNPP,"48284",00:06,"20210221","-1.00","-1.00","-1.00",Alice Springs
"POINT (139.47688 -20.73688)","139.477","-20.737","
",SNPP,"48284",00:06,"20210221","-1.00","-1.00","-1.00",Alice Springs
"POINT (139.48058 -20.73688)","139.481","-20.737","
",SNPP,"48284",00:06,"20210221","-1.00","-1.00","-1.00",Alice Springs
"POINT (121.48818 -30.86188)","121.488","-30.862","
",SNPP,"48284",00:06,"20210221","-1.00","-1.00","-1.00",Alice Springs
"POINT (121.49188 -30.86188)","121.492","-30.862","
",SNPP,"48284",00:06,"20210221","-1.00","-1.00","-1.00",Alice Springs
"POINT (121.48818 -30.86558)","121.488","-30.866","
",SNPP,"48284",00:06,"20210221","-1.00","-1.00","-1.00",Alice Springs
"POINT (121.49188 -30.86558)","121.492","-30.866","Possible FHS
",SNPP,"48284",00:06,"20210221","-1.00","-1.00","-1.00",Alice Springs
"POINT (121.48818 -30.86938)","121.488","-30.869","
",SNPP,"48284",00:06,"20210221","-1.00","-1.00","-1.00",Alice Springs
"POINT (121.49188 -30.86938)","121.492","-30.869","
",SNPP,"48284",00:06,"20210221","-1.00","-1.00","-1.00",Alice Springs
"POINT (137.57938 -33.00688)","137.579","-33.007","
",SNPP,"48284",00:06,"20210221","-1.00","-1.00","-1.00",Alice Springs
"POINT (137.58318 -33.00688)","137.583","-33.007","
",SNPP,"48284",00:06,"20210221","-1.00","-1.00","-1.00",Alice Springs
"POINT (137.57938 -33.01068)","137.579","-33.011","
",SNPP,"48284",00:06,"20210221","-1.00","-1.00","-1.00",Alice Springs
"POINT (137.58318 -33.01068)","137.583","-33.011","
",SNPP,"48284",00:06,"20210221","-1.00","-1.00","-1.00",Alice Springs
"POINT (137.59438 -33.01068)","137.594","-33.011","
",SNPP,"48284",00:06,"20210221","-1.00","-1.00","-1.00",Alice Springs
"POINT (139.479 -20.733)","139.479","-20.733",,SNPP,"48284",00:06,"20210221","-1.00","8.00","7.07",Alice Springs
"POINT (139.478 -20.734)","139.478","-20.734",,SNPP,"48284",00:06,"20210221","-1.00","8.00","10.28",Alice Springs
"POINT (148.375 -21.723)","148.375","-21.723",,SNPP,"48284",00:06,"20210221","-1.00","8.00","1.72",Alice Springs
"POINT (147.251 -21.829)","147.251","-21.829",,SNPP,"48284",00:06,"20210221","-1.00","8.00","0.83",Alice Springs
"POINT (147.254 -21.827)","147.254","-21.827",,SNPP,"48284",00:06,"20210221","-1.00","8.00","0.97",Alice Springs
"POINT (148.62 -22.998)","148.620","-22.998",,SNPP,"48284",00:06,"20210221","-1.00","8.00","0.66",Alice Springs
"POINT (147.295 -25.686)","147.295","-25.686",,SNPP,"48284",00:06,"20210221","-1.00","8.00","0.66",Alice Springs
"POINT (147.297 -25.686)","147.297","-25.686",,SNPP,"48284",00:06,"20210221","-1.00","8.00","1.13",Alice Springs
"POINT (147.609 -28.088)","147.609","-28.088",,SNPP,"48284",00:06,"20210221","-1.00","8.00","1.16",Alice Springs
"POINT (147.604 -28.085)","147.604","-28.085",,SNPP,"48284",00:06,"20210221","-1.00","8.00","1.62",Alice Springs
"POINT (140.869 -28.135)","140.869","-28.135",,SNPP,"48284",00:06,"20210221","-1.00","8.00","0.90",Alice Springs
"POINT (147.915 -32.018)","147.915","-32.018",,SNPP,"48284",00:06,"20210221","-1.00","8.00","1.27",Alice Springs
"POINT (147.919 -32.017)","147.919","-32.017",,SNPP,"48284",00:06,"20210221","-1.00","8.00","1.02",Alice Springs
"POINT (147.59 -32.023)","147.590","-32.023",,SNPP,"48284",00:06,"20210221","-1.00","8.00","1.21",Alice Springs
"POINT (147.589 -32.031)","147.589","-32.031",,SNPP,"48284",00:06,"20210221","-1.00","8.00","0.83",Alice Springs
"POINT (143.152 -33.057)","143.152","-33.057",,SNPP,"48284",00:06,"20210221","-1.00","8.00","2.23",Alice Springs
"POINT (137.582 -33.002)","137.582","-33.002",,SNPP,"48284",00:06,"20210221","-1.00","8.00","2.15",Alice Springs
"POINT (137.596 -33.004)","137.596","-33.004",,SNPP,"48284",00:06,"20210221","-1.00","8.00","2.25",Alice Springs
"POINT (137.601 -33.005)","137.601","-33.005",,SNPP,"48284",00:06,"20210221","-1.00","8.00","2.25",Alice Springs
"POINT (137.582 -33.007)","137.582","-33.007",,SNPP,"48284",00:06,"20210221","-1.00","8.00","2.15",Alice Springs
"POINT (137.595 -33.008)","137.595","-33.008",,SNPP,"48284",00:06,"20210221","-1.00","8.00","2.25",Alice Springs
"POINT (137.6 -33.009)","137.600","-33.009",,SNPP,"48284",00:06,"20210221","-1.00","8.00","2.25",Alice Springs
"POINT (137.585 -33.003)","137.585","-33.003",,SNPP,"48284",00:06,"20210221","-1.00","8.00","1.35",Alice Springs
"POINT (137.58 -33.007)","137.580","-33.007",,SNPP,"48284",00:06,"20210221","-1.00","8.00","3.36",Alice Springs
"POINT (137.598 -33.008)","137.598","-33.008",,SNPP,"48284",00:06,"20210221","-1.00","8.00","8.11",Alice Springs
"POINT (137.593 -33.008)","137.593","-33.008",,SNPP,"48284",00:06,"20210221","-1.00","8.00","2.71",Alice Springs
"POINT (137.597 -33.013)","137.597","-33.013",,SNPP,"48284",00:06,"20210221","-1.00","8.00","8.11",Alice Springs
"POINT (137.593 -33.012)","137.593","-33.012",,SNPP,"48284",00:06,"20210221","-1.00","8.00","2.71",Alice Springs
"POINT (121.491 -30.86)","121.491","-30.860",,SNPP,"48284",00:06,"20210221","-1.00","8.00","3.68",Alice Springs
"POINT (121.494 -30.861)","121.494","-30.861",,SNPP,"48284",00:06,"20210221","-1.00","8.00","3.68",Alice Springs
"POINT (121.489 -30.865)","121.489","-30.865",,SNPP,"48284",00:06,"20210221","-1.00","9.00","3.68",Alice Springs
"POINT (121.493 -30.866)","121.493","-30.866",,SNPP,"48284",00:06,"20210221","-1.00","8.00","3.68",Alice Springs
"POINT (139.482 -20.734)","139.482","-20.734",,Aqua,"202102201610",00:10,"20210221","-1.00","78.00","14.00",Crib_Point
"POINT (139.47688 -20.73318)","139.477","-20.733","
",SNPP,"48284",00:11,"20210221","-1.00","-1.00","-1.00",Learmonth
"POINT (139.48058 -20.73318)","139.481","-20.733","
",SNPP,"48284",00:11,"20210221","-1.00","-1.00","-1.00",Learmonth
"POINT (139.47688 -20.73688)","139.477","-20.737","
",SNPP,"48284",00:11,"20210221","-1.00","-1.00","-1.00",Learmonth
"POINT (139.48058 -20.73688)","139.481","-20.737","
",SNPP,"48284",00:11,"20210221","-1.00","-1.00","-1.00",Learmonth
"POINT (121.48818 -30.86188)","121.488","-30.862","
",SNPP,"48284",00:11,"20210221","-1.00","-1.00","-1.00",Learmonth
"POINT (121.49188 -30.86188)","121.492","-30.862","
",SNPP,"48284",00:11,"20210221","-1.00","-1.00","-1.00",Learmonth
"POINT (121.48818 -30.86558)","121.488","-30.866","
",SNPP,"48284",00:11,"20210221","-1.00","-1.00","-1.00",Learmonth
"POINT (121.49188 -30.86558)","121.492","-30.866","Possible FHS
",SNPP,"48284",00:11,"20210221","-1.00","-1.00","-1.00",Learmonth
"POINT (121.48818 -30.86938)","121.488","-30.869","
",SNPP,"48284",00:11,"20210221","-1.00","-1.00","-1.00",Learmonth
"POINT (121.49188 -30.86938)","121.492","-30.869","
",SNPP,"48284",00:11,"20210221","-1.00","-1.00","-1.00",Learmonth
"POINT (137.57938 -33.00688)","137.579","-33.007","
",SNPP,"48284",00:11,"20210221","-1.00","-1.00","-1.00",Learmonth
"POINT (137.58318 -33.00688)","137.583","-33.007","
",SNPP,"48284",00:11,"20210221","-1.00","-1.00","-1.00",Learmonth
"POINT (137.57938 -33.01068)","137.579","-33.011","
",SNPP,"48284",00:11,"20210221","-1.00","-1.00","-1.00",Learmonth
"POINT (137.58318 -33.01068)","137.583","-33.011","
",SNPP,"48284",00:11,"20210221","-1.00","-1.00","-1.00",Learmonth
"POINT (137.59438 -33.01068)","137.594","-33.011","
",SNPP,"48284",00:11,"20210221","-1.00","-1.00","-1.00",Learmonth
"POINT (139.479 -20.733)","139.479","-20.733",,SNPP,"48284",00:11,"20210221","-1.00","8.00","7.07",Learmonth
"POINT (139.478 -20.734)","139.478","-20.734",,SNPP,"48284",00:11,"20210221","-1.00","8.00","10.28",Learmonth
"POINT (148.375 -21.723)","148.375","-21.723",,SNPP,"48284",00:11,"20210221","-1.00","8.00","1.72",Learmonth
"POINT (147.251 -21.829)","147.251","-21.829",,SNPP,"48284",00:11,"20210221","-1.00","8.00","0.83",Learmonth
"POINT (147.254 -21.827)","147.254","-21.827",,SNPP,"48284",00:11,"20210221","-1.00","8.00","0.97",Learmonth
"POINT (148.62 -22.998)","148.620","-22.998",,SNPP,"48284",00:11,"20210221","-1.00","8.00","0.66",Learmonth
"POINT (147.295 -25.686)","147.295","-25.686",,SNPP,"48284",00:11,"20210221","-1.00","8.00","0.66",Learmonth
"POINT (147.297 -25.686)","147.297","-25.686",,SNPP,"48284",00:11,"20210221","-1.00","8.00","1.13",Learmonth
"POINT (147.609 -28.088)","147.609","-28.088",,SNPP,"48284",00:11,"20210221","-1.00","8.00","1.16",Learmonth
"POINT (147.604 -28.085)","147.604","-28.085",,SNPP,"48284",00:11,"20210221","-1.00","8.00","1.62",Learmonth
"POINT (140.869 -28.135)","140.869","-28.135",,SNPP,"48284",00:11,"20210221","-1.00","8.00","0.90",Learmonth
"POINT (147.915 -32.018)","147.915","-32.018",,SNPP,"48284",00:11,"20210221","-1.00","8.00","1.27",Learmonth
"POINT (147.919 -32.017)","147.919","-32.017",,SNPP,"48284",00:11,"20210221","-1.00","8.00","1.02",Learmonth
"POINT (147.59 -32.023)","147.590","-32.023",,SNPP,"48284",00:11,"20210221","-1.00","8.00","1.21",Learmonth
"POINT (147.589 -32.031)","147.589","-32.031",,SNPP,"48284",00:11,"20210221","-1.00","8.00","0.83",Learmonth
"POINT (143.152 -33.057)","143.152","-33.057",,SNPP,"48284",00:11,"20210221","-1.00","8.00","2.23",Learmonth
"POINT (137.582 -33.002)","137.582","-33.002",,SNPP,"48284",00:11,"20210221","-1.00","8.00","2.15",Learmonth
"POINT (137.596 -33.004)","137.596","-33.004",,SNPP,"48284",00:11,"20210221","-1.00","8.00","2.25",Learmonth
"POINT (137.601 -33.005)","137.601","-33.005",,SNPP,"48284",00:11,"20210221","-1.00","8.00","2.25",Learmonth
"POINT (137.582 -33.007)","137.582","-33.007",,SNPP,"48284",00:11,"20210221","-1.00","8.00","2.15",Learmonth
"POINT (137.595 -33.008)","137.595","-33.008",,SNPP,"48284",00:11,"20210221","-1.00","8.00","2.25",Learmonth
"POINT (137.6 -33.009)","137.600","-33.009",,SNPP,"48284",00:11,"20210221","-1.00","8.00","2.25",Learmonth
"POINT (137.585 -33.003)","137.585","-33.003",,SNPP,"48284",00:11,"20210221","-1.00","8.00","1.35",Learmonth
"POINT (137.58 -33.007)","137.580","-33.007",,SNPP,"48284",00:11,"20210221","-1.00","8.00","3.36",Learmonth
"POINT (137.598 -33.008)","137.598","-33.008",,SNPP,"48284",00:11,"20210221","-1.00","8.00","8.11",Learmonth
"POINT (137.593 -33.008)","137.593","-33.008",,SNPP,"48284",00:11,"20210221","-1.00","8.00","2.71",Learmonth
"POINT (137.597 -33.013)","137.597","-33.013",,SNPP,"48284",00:11,"20210221","-1.00","8.00","8.11",Learmonth
"POINT (137.593 -33.012)","137.593","-33.012",,SNPP,"48284",00:11,"20210221","-1.00","8.00","2.71",Learmonth
"POINT (121.491 -30.86)","121.491","-30.860",,SNPP,"48284",00:11,"20210221","-1.00","8.00","3.68",Learmonth
"POINT (121.494 -30.861)","121.494","-30.861",,SNPP,"48284",00:11,"20210221","-1.00","8.00","3.68",Learmonth
"POINT (121.489 -30.865)","121.489","-30.865",,SNPP,"48284",00:11,"20210221","-1.00","9.00","3.68",Learmonth
"POINT (121.493 -30.866)","121.493","-30.866",,SNPP,"48284",00:11,"20210221","-1.00","8.00","3.68",Learmonth
"POINT (139.47688 -20.73318)","139.477","-20.733","
",SNPP,"48284",00:12,"20210221","-1.00","-1.00","-1.00",Crib Point
"POINT (139.48058 -20.73318)","139.481","-20.733","
",SNPP,"48284",00:12,"20210221","-1.00","-1.00","-1.00",Crib Point
"POINT (139.47688 -20.73688)","139.477","-20.737","
",SNPP,"48284",00:12,"20210221","-1.00","-1.00","-1.00",Crib Point
"POINT (139.48058 -20.73688)","139.481","-20.737","
",SNPP,"48284",00:12,"20210221","-1.00","-1.00","-1.00",Crib Point
"POINT (121.48818 -30.86188)","121.488","-30.862","
",SNPP,"48284",00:12,"20210221","-1.00","-1.00","-1.00",Crib Point
"POINT (121.49188 -30.86188)","121.492","-30.862","
",SNPP,"48284",00:12,"20210221","-1.00","-1.00","-1.00",Crib Point
"POINT (121.48818 -30.86558)","121.488","-30.866","
",SNPP,"48284",00:12,"20210221","-1.00","-1.00","-1.00",Crib Point
"POINT (121.49188 -30.86558)","121.492","-30.866","Possible FHS
",SNPP,"48284",00:12,"20210221","-1.00","-1.00","-1.00",Crib Point
"POINT (121.48818 -30.86938)","121.488","-30.869","
",SNPP,"48284",00:12,"20210221","-1.00","-1.00","-1.00",Crib Point
"POINT (121.49188 -30.86938)","121.492","-30.869","
",SNPP,"48284",00:12,"20210221","-1.00","-1.00","-1.00",Crib Point
"POINT (137.57938 -33.00688)","137.579","-33.007","
",SNPP,"48284",00:12,"20210221","-1.00","-1.00","-1.00",Crib Point
"POINT (137.58318 -33.00688)","137.583","-33.007","
",SNPP,"48284",00:12,"20210221","-1.00","-1.00","-1.00",Crib Point
